Year,Reference area,Sex,GeoCode,Value,M49_country_code
2007,,,,115.478276,KGZ
2008,,,,106.340082,KGZ
2009,,,,103.932976,KGZ
2010,,,,101.138775,KGZ
2011,,,,100.367124,KGZ
2012,,,,104.342194,KGZ
2013,,,,102.43272,KGZ
2014,,,,101.065558,KGZ
2015,,,,98.249685,KGZ
2016,,,,93.423511,KGZ
2017,,,,90.6,KGZ
2018,,,,83.012882,KGZ
2019,,,,78.928029,KGZ
2020,,,,53.463697,KGZ
2021,,,,58.143497,KGZ
2007,,Female,,91.061332,KGZ
2008,,Female,,85.809103,KGZ
2009,,Female,,85.417204,KGZ
2010,,Female,,84.9,KGZ
2011,,Female,,81.94725,KGZ
2012,,Female,,85.223608,KGZ
2013,,Female,,87.8,KGZ
2014,,Female,,88.7,KGZ
2015,,Female,,83.7,KGZ
2016,,Female,,81.7,KGZ
2017,,Female,,77.7,KGZ
2018,,Female,,69.02199,KGZ
2019,,Female,,66.863517,KGZ
2020,,Female,,46.052047,KGZ
2021,,Female,,50.405858,KGZ
2007,,Male,,140.46199,KGZ
2008,,Male,,127.338423,KGZ
2009,,Male,,122.936319,KGZ
2010,,Male,,117.8,KGZ
2011,,Male,,119.256007,KGZ
2012,,Male,,123.922984,KGZ
2013,,Male,,117.4,KGZ
2014,,Male,,113.7,KGZ
2015,,Male,,113.1,KGZ
2016,,Male,,105.3,KGZ
2017,,Male,,103.8,KGZ
2018,,Male,,97.234292,KGZ
2019,,Male,,91.178105,KGZ
2020,,Male,,60.767053,KGZ
2021,,Male,,65.99579,KGZ
2007,Batken,,KG05,80.315042,KGZ
2008,Batken,,KG05,81.679899,KGZ
2009,Batken,,KG05,82.704723,KGZ
2010,Batken,,KG05,81.83755,KGZ
2011,Batken,,KG05,78.880836,KGZ
2012,Batken,,KG05,90.334237,KGZ
2013,Batken,,KG05,90.032265,KGZ
2014,Batken,,KG05,86.073371,KGZ
2015,Batken,,KG05,72.743563,KGZ
2016,Batken,,KG05,67.061001,KGZ
2017,Batken,,KG05,70.8,KGZ
2018,Batken,,KG05,64.887679,KGZ
2019,Batken,,KG05,55.906409,KGZ
2020,Batken,,KG05,46.609654,KGZ
2021,Batken,,KG05,47.339416,KGZ
2007,Batken,Female,KG05,70.837249,KGZ
2008,Batken,Female,KG05,67.323067,KGZ
2009,Batken,Female,KG05,81.332337,KGZ
2010,Batken,Female,KG05,62.3,KGZ
2011,Batken,Female,KG05,63.9,KGZ
2012,Batken,Female,KG05,79.7,KGZ
2013,Batken,Female,KG05,81.0,KGZ
2014,Batken,Female,KG05,78.8,KGZ
2015,Batken,Female,KG05,63.1,KGZ
2016,Batken,Female,KG05,66.6,KGZ
2017,Batken,Female,KG05,65.7,KGZ
2018,Batken,Female,KG05,60.420827,KGZ
2019,Batken,Female,KG05,45.279254,KGZ
2020,Batken,Female,KG05,39.785592,KGZ
2021,Batken,Female,KG05,44.184574,KGZ
2007,Batken,Male,KG05,89.745096,KGZ
2008,Batken,Male,KG05,95.98673,KGZ
2009,Batken,Male,KG05,84.03016,KGZ
2010,Batken,Male,KG05,100.8,KGZ
2011,Batken,Male,KG05,93.4,KGZ
2012,Batken,Male,KG05,100.7,KGZ
2013,Batken,Male,KG05,98.8,KGZ
2014,Batken,Male,KG05,93.2,KGZ
2015,Batken,Male,KG05,82.0,KGZ
2016,Batken,Male,KG05,67.5,KGZ
2017,Batken,Male,KG05,75.7,KGZ
2018,Batken,Male,KG05,69.192377,KGZ
2019,Batken,Male,KG05,66.139521,KGZ
2020,Batken,Male,KG05,53.693997,KGZ
2021,Batken,Male,KG05,50.379264,KGZ
2007,Jalal-Abad,,KG03,91.916186,KGZ
2008,Jalal-Abad,,KG03,88.339312,KGZ
2009,Jalal-Abad,,KG03,87.787489,KGZ
2010,Jalal-Abad,,KG03,85.931674,KGZ
2011,Jalal-Abad,,KG03,82.549369,KGZ
2012,Jalal-Abad,,KG03,86.910818,KGZ
2013,Jalal-Abad,,KG03,80.886516,KGZ
2014,Jalal-Abad,,KG03,85.34428,KGZ
2015,Jalal-Abad,,KG03,76.512241,KGZ
2016,Jalal-Abad,,KG03,84.915163,KGZ
2017,Jalal-Abad,,KG03,80.2,KGZ
2018,Jalal-Abad,,KG03,73.346827,KGZ
2019,Jalal-Abad,,KG03,68.97159,KGZ
2020,Jalal-Abad,,KG03,49.13246,KGZ
2021,Jalal-Abad,,KG03,54.819948,KGZ
2007,Jalal-Abad,Female,KG03,75.21801,KGZ
2008,Jalal-Abad,Female,KG03,71.207543,KGZ
2009,Jalal-Abad,Female,KG03,71.790057,KGZ
2010,Jalal-Abad,Female,KG03,74.3,KGZ
2011,Jalal-Abad,Female,KG03,72.983333,KGZ
2012,Jalal-Abad,Female,KG03,75.789204,KGZ
2013,Jalal-Abad,Female,KG03,74.3,KGZ
2014,Jalal-Abad,Female,KG03,81.8,KGZ
2015,Jalal-Abad,Female,KG03,66.2,KGZ
2016,Jalal-Abad,Female,KG03,79.5,KGZ
2017,Jalal-Abad,Female,KG03,72.8,KGZ
2018,Jalal-Abad,Female,KG03,64.089585,KGZ
2019,Jalal-Abad,Female,KG03,67.445158,KGZ
2020,Jalal-Abad,Female,KG03,42.132308,KGZ
2021,Jalal-Abad,Female,KG03,47.67992,KGZ
2007,Jalal-Abad,Male,KG03,108.757553,KGZ
2008,Jalal-Abad,Male,KG03,105.621764,KGZ
2009,Jalal-Abad,Male,KG03,103.75711,KGZ
2010,Jalal-Abad,Male,KG03,97.6,KGZ
2011,Jalal-Abad,Male,KG03,92.090531,KGZ
2012,Jalal-Abad,Male,KG03,97.991089,KGZ
2013,Jalal-Abad,Male,KG03,87.5,KGZ
2014,Jalal-Abad,Male,KG03,88.8,KGZ
2015,Jalal-Abad,Male,KG03,86.7,KGZ
