Year,Reference area,GeoCode,Value,M49_country_code
2007,,,4.3,KGZ
2008,,,4.0,KGZ
2009,,,3.2,KGZ
2010,,,2.5,KGZ
2011,,,3.2,KGZ
2012,,,2.8,KGZ
2013,,,1.8,KGZ
2014,,,1.7,KGZ
2015,,,1.9,KGZ
2016,,,1.3,KGZ
2017,,,1.2,KGZ
2018,,,0.8,KGZ
2019,,,0.9,KGZ
2020,,,0.7,KGZ
2021,,,1.0,KGZ
2007,Batken,KG05,11.4,KGZ
2008,Batken,KG05,11.5,KGZ
2009,Batken,KG05,8.1,KGZ
2010,Batken,KG05,7.8,KGZ
2011,Batken,KG05,11.0,KGZ
2012,Batken,KG05,5.3,KGZ
2013,Batken,KG05,6.7,KGZ
2014,Batken,KG05,7.6,KGZ
2015,Batken,KG05,5.3,KGZ
2016,Batken,KG05,3.6,KGZ
2017,Batken,KG05,3.1,KGZ
2018,Batken,KG05,1.5,KGZ
2019,Batken,KG05,2.1,KGZ
2020,Batken,KG05,1.3,KGZ
2021,Batken,KG05,2.2,KGZ
2007,Jalal-Abad,KG03,4.1,KGZ
2008,Jalal-Abad,KG03,3.5,KGZ
2009,Jalal-Abad,KG03,3.5,KGZ
2010,Jalal-Abad,KG03,2.8,KGZ
2011,Jalal-Abad,KG03,2.4,KGZ
2012,Jalal-Abad,KG03,2.3,KGZ
2013,Jalal-Abad,KG03,1.5,KGZ
2014,Jalal-Abad,KG03,1.4,KGZ
2015,Jalal-Abad,KG03,2.2,KGZ
2016,Jalal-Abad,KG03,0.9,KGZ
2017,Jalal-Abad,KG03,1.3,KGZ
2018,Jalal-Abad,KG03,0.7,KGZ
2019,Jalal-Abad,KG03,0.4,KGZ
2020,Jalal-Abad,KG03,1.0,KGZ
2021,Jalal-Abad,KG03,1.7,KGZ
2007,Issyk-Kul,KG02,3.5,KGZ
2008,Issyk-Kul,KG02,3.0,KGZ
2009,Issyk-Kul,KG02,1.1,KGZ
2010,Issyk-Kul,KG02,0.9,KGZ
2011,Issyk-Kul,KG02,2.9,KGZ
2012,Issyk-Kul,KG02,1.8,KGZ
2013,Issyk-Kul,KG02,0.9,KGZ
2014,Issyk-Kul,KG02,0.9,KGZ
