unique_id,col_caption_name,col_caption_name1_empty,year,value,M49_country_code
11_150_,"number of doctors of all specialties per 10,000 population",True,2000,32.8,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2001,32.4,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2002,31.9,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2003,31.4,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2004,29.9,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2005,29.1,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2006,28.4,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2007,28.4,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2008,28.0,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2009,29.0,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2010,27.4,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2011,27.7,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2012,27.1,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2013,26.8,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2014,26.4,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2015,26.4,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2016,26.2,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2017,26.1,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2018,27.0,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2019,27.1,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2020,27.0,UZB
11_150_,"number of doctors of all specialties per 10,000 population",True,2021,27.1,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2000,104.7,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2001,104.7,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2002,104.6,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2003,103.8,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2004,102.2,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2005,103.0,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2006,102.9,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2007,104.8,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2008,105.8,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2009,107.8,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2010,106.5,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2011,108.2,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2012,108.2,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2013,107.4,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2014,107.2,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2015,106.5,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2016,106.3,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2017,106.6,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2018,107.3,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2019,107.8,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2020,107.0,UZB
11_151_,"number of secondary medical personnel per 10,000 population",True,2021,105.6,UZB
