Year,UNIT_MEASURE,Regions,Area,Sex,Value,M49_country_code,Reference area,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2019.0,,,,,1.3,KGZ,Osh,KG06,,,,,
2020.0,,,,,0.9,KGZ,Osh,KG06,,,,,
2021.0,,,,,1.1,KGZ,Osh,KG06,,,,,
2007.0,,,,,4.9,KGZ,Talas,KG07,,,,,
2008.0,,,,,2.7,KGZ,Talas,KG07,,,,,
2009.0,,,,,4.4,KGZ,Talas,KG07,,,,,
2010.0,,,,,1.7,KGZ,Talas,KG07,,,,,
2011.0,,,,,4.7,KGZ,Talas,KG07,,,,,
2012.0,,,,,2.5,KGZ,Talas,KG07,,,,,
2013.0,,,,,0.8,KGZ,Talas,KG07,,,,,
2014.0,,,,,1.2,KGZ,Talas,KG07,,,,,
2015.0,,,,,2.4,KGZ,Talas,KG07,,,,,
2016.0,,,,,2.4,KGZ,Talas,KG07,,,,,
2017.0,,,,,0.4,KGZ,Talas,KG07,,,,,
2018.0,,,,,0.8,KGZ,Talas,KG07,,,,,
2019.0,,,,,0.4,KGZ,Talas,KG07,,,,,
2020.0,,,,,0.7,KGZ,Talas,KG07,,,,,
2007.0,,,,,2.0,KGZ,Chui,KG08,,,,,
2008.0,,,,,1.6,KGZ,Chui,KG08,,,,,
2009.0,,,,,1.5,KGZ,Chui,KG08,,,,,
2010.0,,,,,1.0,KGZ,Chui,KG08,,,,,
2011.0,,,,,2.0,KGZ,Chui,KG08,,,,,
2012.0,,,,,2.2,KGZ,Chui,KG08,,,,,
2013.0,,,,,1.2,KGZ,Chui,KG08,,,,,
2014.0,,,,,0.6,KGZ,Chui,KG08,,,,,
2015.0,,,,,0.8,KGZ,Chui,KG08,,,,,
2016.0,,,,,0.7,KGZ,Chui,KG08,,,,,
2017.0,,,,,0.8,KGZ,Chui,KG08,,,,,
2018.0,,,,,0.1,KGZ,Chui,KG08,,,,,
2019.0,,,,,0.7,KGZ,Chui,KG08,,,,,
2020.0,,,,,0.7,KGZ,Chui,KG08,,,,,
2021.0,,,,,0.9,KGZ,Chui,KG08,,,,,
2007.0,,,,,1.5,KGZ,Bishkek (city),KG11,,,,,
2008.0,,,,,1.2,KGZ,Bishkek (city),KG11,,,,,
2009.0,,,,,0.5,KGZ,Bishkek (city),KG11,,,,,
2010.0,,,,,0.8,KGZ,Bishkek (city),KG11,,,,,
2011.0,,,,,1.3,KGZ,Bishkek (city),KG11,,,,,
2012.0,,,,,0.8,KGZ,Bishkek (city),KG11,,,,,
2013.0,,,,,0.8,KGZ,Bishkek (city),KG11,,,,,
2014.0,,,,,0.4,KGZ,Bishkek (city),KG11,,,,,
2015.0,,,,,0.8,KGZ,Bishkek (city),KG11,,,,,
2016.0,,,,,0.6,KGZ,Bishkek (city),KG11,,,,,
2017.0,,,,,0.6,KGZ,Bishkek (city),KG11,,,,,
2018.0,,,,,0.4,KGZ,Bishkek (city),KG11,,,,,
2019.0,,,,,0.7,KGZ,Bishkek (city),KG11,,,,,
2020.0,,,,,0.4,KGZ,Bishkek (city),KG11,,,,,
2021.0,,,,,0.4,KGZ,Bishkek (city),KG11,,,,,
2007.0,,,,,0.4,KGZ,Osh (city),KG21,,,,,
2008.0,,,,,0.8,KGZ,Osh (city),KG21,,,,,
2009.0,,,,,1.5,KGZ,Osh (city),KG21,,,,,
2010.0,,,,,1.6,KGZ,Osh (city),KG21,,,,,
2011.0,,,,,1.2,KGZ,Osh (city),KG21,,,,,
2012.0,,,,,0.8,KGZ,Osh (city),KG21,,,,,
2013.0,,,,,1.1,KGZ,Osh (city),KG21,,,,,
2014.0,,,,,1.1,KGZ,Osh (city),KG21,,,,,
2015.0,,,,,0.4,KGZ,Osh (city),KG21,,,,,
2016.0,,,,,0.4,KGZ,Osh (city),KG21,,,,,
2017.0,,,,,0.7,KGZ,Osh (city),KG21,,,,,
2018.0,,,,,0.7,KGZ,Osh (city),KG21,,,,,
2019.0,,,,,0.7,KGZ,Osh (city),KG21,,,,,
2020.0,,,,,0.3,KGZ,Osh (city),KG21,,,,,
2021.0,,,,,0.6,KGZ,Osh (city),KG21,,,,,
,,,,,,UZB,,,01_101_,Total,True,2000.0,0.0
,,,,,,UZB,,,01_101_,Total,True,2001.0,0.0
,,,,,,UZB,,,01_101_,Total,True,2002.0,0.0
,,,,,,UZB,,,01_101_,Total,True,2003.0,0.0
,,,,,,UZB,,,01_101_,Total,True,2004.0,0.1
,,,,,,UZB,,,01_101_,Total,True,2005.0,0.0
,,,,,,UZB,,,01_101_,Total,True,2006.0,0.0
,,,,,,UZB,,,01_101_,Total,True,2007.0,0.0
,,,,,,UZB,,,01_101_,Total,True,2008.0,0.0
,,,,,,UZB,,,01_101_,Total,True,2009.0,0.0
,,,,,,UZB,,,01_101_,Total,True,2010.0,0.0
,,,,,,UZB,,,01_101_,Total,True,2011.0,0.0
,,,,,,UZB,,,01_101_,Total,True,2012.0,0.0
,,,,,,UZB,,,01_101_,Total,True,2013.0,0.0
,,,,,,UZB,,,01_101_,Total,True,2014.0,0.0
,,,,,,UZB,,,01_101_,Total,True,2015.0,0.0
,,,,,,UZB,,,01_101_,Total,True,2016.0,0.0
,,,,,,UZB,,,01_101_,Total,True,2017.0,0.0
,,,,,,UZB,,,01_101_,Total,True,2018.0,0.0
,,,,,,UZB,,,01_101_,Total,True,2019.0,0.0
,,,,,,UZB,,,01_101_,Total,True,2020.0,0.1
,,,,,,UZB,,,01_101_,Total,True,2021.0,0.1
