Year,UNIT_MEASURE,Value,M49_country_code,unique_id,col_caption_name,col_caption_name1_empty,year,value
2013.0,Percent,2.2,KAZ,,,,,
2014.0,Percent,2.3,KAZ,,,,,
2015.0,Percent,2.3,KAZ,,,,,
2016.0,Percent,2.4,KAZ,,,,,
2017.0,Percent,2.1,KAZ,,,,,
2018.0,Percent,2.0,KAZ,,,,,
2019.0,Percent,2.2,KAZ,,,,,
2020.0,Percent,4.3,KAZ,,,,,
2008.0,,143.0,KGZ,,,,,
2009.0,,145.0,KGZ,,,,,
2010.0,,137.0,KGZ,,,,,
2011.0,,129.0,KGZ,,,,,
2012.0,,119.0,KGZ,,,,,
2013.0,,108.0,KGZ,,,,,
2014.0,,108.0,KGZ,,,,,
2015.0,,106.0,KGZ,,,,,
2016.0,,109.0,KGZ,,,,,
2017.0,,101.0,KGZ,,,,,
2018.0,,100.0,KGZ,,,,,
2019.0,,95.0,KGZ,,,,,
2020.0,,94.0,KGZ,,,,,
2021.0,,97.0,KGZ,,,,,
,,,UZB,01_101_,Total,True,2000.0,0.0
,,,UZB,01_101_,Total,True,2001.0,0.0
,,,UZB,01_101_,Total,True,2002.0,0.0
,,,UZB,01_101_,Total,True,2003.0,0.0
,,,UZB,01_101_,Total,True,2004.0,0.0
,,,UZB,01_101_,Total,True,2005.0,0.0
,,,UZB,01_101_,Total,True,2006.0,0.0
,,,UZB,01_101_,Total,True,2007.0,0.0
,,,UZB,01_101_,Total,True,2008.0,0.0
,,,UZB,01_101_,Total,True,2009.0,0.0
,,,UZB,01_101_,Total,True,2010.0,0.0
,,,UZB,01_101_,Total,True,2011.0,0.0
,,,UZB,01_101_,Total,True,2012.0,0.0
,,,UZB,01_101_,Total,True,2013.0,0.0
,,,UZB,01_101_,Total,True,2014.0,0.0
,,,UZB,01_101_,Total,True,2015.0,0.0
,,,UZB,01_101_,Total,True,2016.0,0.0
,,,UZB,01_101_,Total,True,2017.0,0.0
,,,UZB,01_101_,Total,True,2018.0,0.0
,,,UZB,01_101_,Total,True,2019.0,10.0
,,,UZB,01_101_,Total,True,2020.0,25.6
,,,UZB,01_101_,Total,True,2021.0,21.1
