unique_id,col_caption_name,col_caption_name1_empty,year,value
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2000,61.5
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2001,65.4
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2002,69.1
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2003,73.4
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2004,81
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2005,89.3
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2006,98.8
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2007,111.1
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2008,123.5
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2009,134.5
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2010,146.4
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2011,161
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2012,170.1
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2013,179.7
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2014,189.4
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2015,198.5
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2016,205.5
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2017,211.1
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2018,228.1
02_193_1009,"GDP at purchasing power parity of the Uzbek soum to the US dollar: total, billion dollars, per capita, US dollars: total, billion dollars",,2019,245.4
