unique_id,col_caption_name,col_caption_name1_empty,year,value
01_101_,Total,True,2000,368.8
01_101_,Total,True,2001,340
01_101_,Total,True,2002,351.8
01_101_,Total,True,2003,347.9
01_101_,Total,True,2004,342.5
01_101_,Total,True,2005,362.9
01_101_,Total,True,2006,350.3
01_101_,Total,True,2007,332.7
01_101_,Total,True,2008,320.6
01_101_,Total,True,2009,309.7
01_101_,Total,True,2010,300.7
01_101_,Total,True,2011,301
01_101_,Total,True,2012,297
01_101_,Total,True,2013,288.1
01_101_,Total,True,2014,288.6
01_101_,Total,True,2015,279.7
01_101_,Total,True,2016,281.2
01_101_,Total,True,2017,279.3
01_101_,Total,True,2018,264.9
01_101_,Total,True,2019,252.6
01_101_,Total,True,2020,371.4
01_101_,Total,True,2021,372.7
15_141_,cardiovascular disease (I00-I99),True,2000,270.4
15_141_,cardiovascular disease (I00-I99),True,2001,262.8
15_141_,cardiovascular disease (I00-I99),True,2002,274.3
15_141_,cardiovascular disease (I00-I99),True,2003,269.3
15_141_,cardiovascular disease (I00-I99),True,2004,257.1
15_141_,cardiovascular disease (I00-I99),True,2005,274.7
15_141_,cardiovascular disease (I00-I99),True,2006,265.6
15_141_,cardiovascular disease (I00-I99),True,2007,252.8
15_141_,cardiovascular disease (I00-I99),True,2008,245.8
15_141_,cardiovascular disease (I00-I99),True,2009,232.4
15_141_,cardiovascular disease (I00-I99),True,2010,227.7
15_141_,cardiovascular disease (I00-I99),True,2011,226.9
15_141_,cardiovascular disease (I00-I99),True,2012,222.2
15_141_,cardiovascular disease (I00-I99),True,2013,214
15_141_,cardiovascular disease (I00-I99),True,2014,213.1
15_141_,cardiovascular disease (I00-I99),True,2015,202.1
15_141_,cardiovascular disease (I00-I99),True,2016,203.9
15_141_,cardiovascular disease (I00-I99),True,2017,201.1
15_141_,cardiovascular disease (I00-I99),True,2018,191.2
15_141_,cardiovascular disease (I00-I99),True,2019,181
15_141_,cardiovascular disease (I00-I99),True,2020,200.4
15_141_,cardiovascular disease (I00-I99),True,2021,308.5
15_142_,malignant neoplasms (C00-C97),True,2000,57.3
15_142_,malignant neoplasms (C00-C97),True,2001,54.5
15_142_,malignant neoplasms (C00-C97),True,2002,53.1
15_142_,malignant neoplasms (C00-C97),True,2003,53.5
15_142_,malignant neoplasms (C00-C97),True,2004,52.8
15_142_,malignant neoplasms (C00-C97),True,2005,53.7
