,countryiso3code,date,value,unit,obs_status,decimal,indicator.id,indicator.value,country.id,country.value
0,KAZ,2022,,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
1,KAZ,2021,0.032164546364418,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
2,KAZ,2020,0.0473368047869659,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
3,KAZ,2019,0.0337223755879212,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
4,KAZ,2018,0.050858762488604,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
5,KAZ,2017,0.0400182173630739,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
6,KAZ,2016,0.0506993479639121,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
7,KAZ,2015,0.0472881549487742,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
8,KAZ,2014,0.0467001732360631,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
9,KAZ,2013,0.0429151983890706,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
10,KAZ,2012,0.0733038269264344,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
11,KAZ,2011,0.121923994495552,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
12,KAZ,2010,0.164752564872825,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
13,KAZ,2009,0.286594107410471,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
14,KAZ,2008,0.296038318435463,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
15,KAZ,2007,0.284263436762541,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
16,KAZ,2006,0.24943552787987,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
17,KAZ,2005,0.436703473045992,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
18,KAZ,2004,0.673766072421025,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
19,KAZ,2003,0.990643016493051,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
20,KAZ,2002,0.800319838334175,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
21,KAZ,2001,0.710408948381475,,,1,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),KZ,Kazakhstan
