Year,UNIT_MEASURE,Regions,Area,Sex,Value,M49_country_code
2013,per 100000 population,Almaty,,,22.28,KAZ
2013,per 100000 population,Atyrau,,,19.77,KAZ
2013,per 100000 population,Batys Kazakhstan,,,26.41,KAZ
2013,per 100000 population,Zhambyl,,,19.59,KAZ
2013,per 100000 population,Karagandy,,,25.76,KAZ
2013,per 100000 population,Kostanay,,,42.25,KAZ
2013,per 100000 population,Kyzylorda,,,16.91,KAZ
2013,per 100000 population,Mangistau,,,12.47,KAZ
2013,per 100000 population,Ontustik Kazakhstan,,,13.53,KAZ
2013,per 100000 population,Pavlodar,,,25.43,KAZ
2013,per 100000 population,Soltustik Kazakhstan,,,10.56,KAZ
2013,per 100000 population,Shygys Kazakhstan,,,31.27,KAZ
2013,per 100000 population,Nur-Sultan city,,,12.56,KAZ
2013,per 100000 population,Almaty city,,,5.63,KAZ
2013,per 100000 population,,urban,,17.71,KAZ
2013,per 100000 population,Akmola,urban,,32.72,KAZ
2013,per 100000 population,Aktobe,urban,,17.99,KAZ
2013,per 100000 population,Almaty,urban,,26.16,KAZ
2013,per 100000 population,Atyrau,urban,,17.62,KAZ
2013,per 100000 population,Batys Kazakhstan,urban,,22.94,KAZ
2013,per 100000 population,Zhambyl,urban,,22.68,KAZ
2013,per 100000 population,Karagandy,urban,,21.81,KAZ
2013,per 100000 population,Kostanay,urban,,33.34,KAZ
2013,per 100000 population,Kyzylorda,urban,,15.32,KAZ
2013,per 100000 population,Mangistau,urban,,13.43,KAZ
2013,per 100000 population,Ontustik Kazakhstan,urban,,12.56,KAZ
2013,per 100000 population,Pavlodar,urban,,22.62,KAZ
2013,per 100000 population,Soltustik Kazakhstan,urban,,3.75,KAZ
2013,per 100000 population,Shygys Kazakhstan,urban,,25.03,KAZ
2013,per 100000 population,Nur-Sultan city,urban,,12.56,KAZ
2013,per 100000 population,Almaty city,urban,,5.63,KAZ
2013,per 100000 population,,rural,,24.28,KAZ
2013,per 100000 population,Akmola,rural,,40.89,KAZ
2013,per 100000 population,Aktobe,rural,,25.68,KAZ
2013,per 100000 population,Almaty,rural,,21.11,KAZ
2013,per 100000 population,Atyrau,rural,,21.71,KAZ
2013,per 100000 population,Batys Kazakhstan,rural,,29.76,KAZ
2013,per 100000 population,Zhambyl,rural,,17.52,KAZ
2013,per 100000 population,Karagandy,rural,,40.24,KAZ
2013,per 100000 population,Kostanay,rural,,51.68,KAZ
2013,per 100000 population,Kyzylorda,rural,,18.1,KAZ
2013,per 100000 population,Mangistau,rural,,11.49,KAZ
2013,per 100000 population,Ontustik Kazakhstan,rural,,14.15,KAZ
2013,per 100000 population,Pavlodar,rural,,31.82,KAZ
2013,per 100000 population,Soltustik Kazakhstan,rural,,15.41,KAZ
2013,per 100000 population,Shygys Kazakhstan,rural,,40.17,KAZ
2013,per 100000 population,,,Male,34.6,KAZ
2013,per 100000 population,Akmola,,Male,61.76,KAZ
2013,per 100000 population,Aktobe,,Male,36.44,KAZ
2013,per 100000 population,Almaty,,Male,36.16,KAZ
2013,per 100000 population,Atyrau,,Male,33.04,KAZ
2013,per 100000 population,Batys Kazakhstan,,Male,46.7,KAZ
2013,per 100000 population,Zhambyl,,Male,32.62,KAZ
2013,per 100000 population,Karagandy,,Male,43.99,KAZ
2013,per 100000 population,Kostanay,,Male,74.32,KAZ
2013,per 100000 population,Kyzylorda,,Male,26.49,KAZ
2013,per 100000 population,Mangistau,,Male,20.23,KAZ
2013,per 100000 population,Ontustik Kazakhstan,,Male,20.26,KAZ
2013,per 100000 population,Pavlodar,,Male,43.82,KAZ
2013,per 100000 population,Soltustik Kazakhstan,,Male,19.26,KAZ
2013,per 100000 population,Shygys Kazakhstan,,Male,54.59,KAZ
2013,per 100000 population,Nur-Sultan city,,Male,21.33,KAZ
2013,per 100000 population,Almaty city,,Male,8.98,KAZ
2013,per 100000 population,,urban,Male,30.11,KAZ
2013,per 100000 population,Akmola,urban,Male,55.05,KAZ
2013,per 100000 population,Aktobe,urban,Male,32.13,KAZ
2013,per 100000 population,Almaty,urban,Male,45.28,KAZ
2013,per 100000 population,Atyrau,urban,Male,29.07,KAZ
2013,per 100000 population,Batys Kazakhstan,urban,Male,39.69,KAZ
2013,per 100000 population,Zhambyl,urban,Male,39.19,KAZ
2013,per 100000 population,Karagandy,urban,Male,37.34,KAZ
2013,per 100000 population,Kostanay,urban,Male,61.35,KAZ
2013,per 100000 population,Kyzylorda,urban,Male,22.89,KAZ
2013,per 100000 population,Mangistau,urban,Male,21.21,KAZ
2013,per 100000 population,Ontustik Kazakhstan,urban,Male,18.59,KAZ
2013,per 100000 population,Pavlodar,urban,Male,38.75,KAZ
2013,per 100000 population,Soltustik Kazakhstan,urban,Male,8.28,KAZ
2013,per 100000 population,Shygys Kazakhstan,urban,Male,44.31,KAZ
2013,per 100000 population,Nur-Sultan city,urban,Male,21.33,KAZ
2013,per 100000 population,Almaty city,urban,Male,8.98,KAZ
2013,per 100000 population,,rural,Male,39.74,KAZ
2013,per 100000 population,Akmola,rural,Male,67.38,KAZ
2013,per 100000 population,Aktobe,rural,Male,43.0,KAZ
2013,per 100000 population,Almaty,rural,Male,33.52,KAZ
2013,per 100000 population,Atyrau,rural,Male,36.45,KAZ
2013,per 100000 population,Batys Kazakhstan,rural,Male,52.93,KAZ
2013,per 100000 population,Zhambyl,rural,Male,28.46,KAZ
2013,per 100000 population,Karagandy,rural,Male,66.45,KAZ
2013,per 100000 population,Kostanay,rural,Male,87.17,KAZ
2013,per 100000 population,Kyzylorda,rural,Male,29.06,KAZ
2013,per 100000 population,Mangistau,rural,Male,19.27,KAZ
2013,per 100000 population,Ontustik Kazakhstan,rural,Male,21.3,KAZ
2013,per 100000 population,Pavlodar,rural,Male,54.51,KAZ
2013,per 100000 population,Soltustik Kazakhstan,rural,Male,26.42,KAZ
2013,per 100000 population,Shygys Kazakhstan,rural,Male,68.13,KAZ
2013,per 100000 population,,,Female,7.68,KAZ
2013,per 100000 population,Akmola,,Female,13.96,KAZ
2013,per 100000 population,Aktobe,,Female,6.5,KAZ
2013,per 100000 population,Almaty,,Female,8.9,KAZ
2013,per 100000 population,Atyrau,,Female,6.99,KAZ
2013,per 100000 population,Batys Kazakhstan,,Female,7.47,KAZ
2013,per 100000 population,Zhambyl,,Female,7.09,KAZ
2013,per 100000 population,Karagandy,,Female,9.44,KAZ
2013,per 100000 population,Kostanay,,Female,13.56,KAZ
2013,per 100000 population,Kyzylorda,,Female,7.36,KAZ
2013,per 100000 population,Mangistau,,Female,4.81,KAZ
2013,per 100000 population,Ontustik Kazakhstan,,Female,6.89,KAZ
2013,per 100000 population,Pavlodar,,Female,9.06,KAZ
2013,per 100000 population,Soltustik Kazakhstan,,Female,2.64,KAZ
2013,per 100000 population,Shygys Kazakhstan,,Female,10.12,KAZ
2013,per 100000 population,Nur-Sultan city,,Female,4.37,KAZ
2013,per 100000 population,Almaty city,,Female,2.83,KAZ
2013,per 100000 population,,urban,Female,6.78,KAZ
2013,per 100000 population,Akmola,urban,Female,13.07,KAZ
2013,per 100000 population,Aktobe,urban,Female,5.36,KAZ
2013,per 100000 population,Almaty,urban,Female,8.81,KAZ
2013,per 100000 population,Atyrau,urban,Female,7.17,KAZ
2013,per 100000 population,Batys Kazakhstan,urban,Female,8.54,KAZ
2013,per 100000 population,Zhambyl,urban,Female,7.89,KAZ
2013,per 100000 population,Karagandy,urban,Female,8.35,KAZ
2013,per 100000 population,Kostanay,urban,Female,9.76,KAZ
2013,per 100000 population,Kyzylorda,urban,Female,8.1,KAZ
2013,per 100000 population,Mangistau,urban,Female,6.04,KAZ
2013,per 100000 population,Ontustik Kazakhstan,urban,Female,6.94,KAZ
2013,per 100000 population,Pavlodar,urban,Female,8.88,KAZ
2013,per 100000 population,Soltustik Kazakhstan,urban,Female,0.0,KAZ
2013,per 100000 population,Shygys Kazakhstan,urban,Female,8.59,KAZ
2013,per 100000 population,Nur-Sultan city,urban,Female,4.37,KAZ
2013,per 100000 population,Almaty city,urban,Female,2.83,KAZ
2013,per 100000 population,,rural,Female,8.85,KAZ
2013,per 100000 population,Akmola,rural,Female,14.8,KAZ
2013,per 100000 population,Aktobe,rural,Female,8.43,KAZ
2013,per 100000 population,Almaty,rural,Female,8.92,KAZ
2013,per 100000 population,Atyrau,rural,Female,6.82,KAZ
2013,per 100000 population,Batys Kazakhstan,rural,Female,6.36,KAZ
2013,per 100000 population,Zhambyl,rural,Female,6.53,KAZ
2013,per 100000 population,Karagandy,rural,Female,13.72,KAZ
2013,per 100000 population,Kostanay,rural,Female,17.82,KAZ
2013,per 100000 population,Kyzylorda,rural,Female,6.78,KAZ
2013,per 100000 population,Mangistau,rural,Female,3.52,KAZ
2013,per 100000 population,Ontustik Kazakhstan,rural,Female,6.86,KAZ
2013,per 100000 population,Pavlodar,rural,Female,9.51,KAZ
2013,per 100000 population,Soltustik Kazakhstan,rural,Female,4.68,KAZ
2013,per 100000 population,Shygys Kazakhstan,rural,Female,12.46,KAZ
2014,per 100000 population,,,,18.1,KAZ
2014,per 100000 population,Akmola,,,36.54,KAZ
2014,per 100000 population,Aktobe,,,18.14,KAZ
2014,per 100000 population,Almaty,,,21.44,KAZ
2014,per 100000 population,Atyrau,,,16.01,KAZ
2014,per 100000 population,Batys Kazakhstan,,,23.76,KAZ
2014,per 100000 population,Zhambyl,,,17.04,KAZ
2014,per 100000 population,Karagandy,,,26.57,KAZ
2014,per 100000 population,Kostanay,,,31.66,KAZ
2014,per 100000 population,Kyzylorda,,,9.38,KAZ
2014,per 100000 population,Mangistau,,,8.37,KAZ
2014,per 100000 population,Ontustik Kazakhstan,,,13.11,KAZ
2014,per 100000 population,Pavlodar,,,13.52,KAZ
2014,per 100000 population,Soltustik Kazakhstan,,,11.33,KAZ
2014,per 100000 population,Shygys Kazakhstan,,,28.32,KAZ
2014,per 100000 population,Nur-Sultan city,,,8.4,KAZ
2014,per 100000 population,Almaty city,,,6.71,KAZ
2014,per 100000 population,,urban,,14.85,KAZ
2014,per 100000 population,Akmola,urban,,30.56,KAZ
2014,per 100000 population,Aktobe,urban,,13.27,KAZ
2014,per 100000 population,Almaty,urban,,21.4,KAZ
2014,per 100000 population,Atyrau,urban,,12.6,KAZ
2014,per 100000 population,Batys Kazakhstan,urban,,23.24,KAZ
2014,per 100000 population,Zhambyl,urban,,15.47,KAZ
2014,per 100000 population,Karagandy,urban,,24.2,KAZ
2014,per 100000 population,Kostanay,urban,,24.7,KAZ
2014,per 100000 population,Kyzylorda,urban,,11.53,KAZ
2014,per 100000 population,Mangistau,urban,,7.48,KAZ
2014,per 100000 population,Ontustik Kazakhstan,urban,,9.58,KAZ
2014,per 100000 population,Pavlodar,urban,,12.32,KAZ
2014,per 100000 population,Soltustik Kazakhstan,urban,,6.19,KAZ
2014,per 100000 population,Shygys Kazakhstan,urban,,22.06,KAZ
2014,per 100000 population,Nur-Sultan city,urban,,8.4,KAZ
2014,per 100000 population,Almaty city,urban,,6.71,KAZ
2014,per 100000 population,,rural,,22.2,KAZ
2014,per 100000 population,Akmola,rural,,41.88,KAZ
2014,per 100000 population,Aktobe,rural,,26.04,KAZ
2014,per 100000 population,Almaty,rural,,21.46,KAZ
2014,per 100000 population,Atyrau,rural,,19.03,KAZ
2014,per 100000 population,Batys Kazakhstan,rural,,24.27,KAZ
2014,per 100000 population,Zhambyl,rural,,18.1,KAZ
2014,per 100000 population,Karagandy,rural,,35.39,KAZ
2014,per 100000 population,Kostanay,rural,,39.18,KAZ
2014,per 100000 population,Kyzylorda,rural,,7.76,KAZ
2014,per 100000 population,Mangistau,rural,,9.16,KAZ
2014,per 100000 population,Ontustik Kazakhstan,rural,,15.67,KAZ
2014,per 100000 population,Pavlodar,rural,,16.31,KAZ
2014,per 100000 population,Soltustik Kazakhstan,rural,,15.08,KAZ
2014,per 100000 population,Shygys Kazakhstan,rural,,37.37,KAZ
2014,per 100000 population,,,Male,30.75,KAZ
2014,per 100000 population,Akmola,,Male,64.7,KAZ
2014,per 100000 population,Aktobe,,Male,31.49,KAZ
2014,per 100000 population,Almaty,,Male,36.12,KAZ
2014,per 100000 population,Atyrau,,Male,26.24,KAZ
2014,per 100000 population,Batys Kazakhstan,,Male,40.28,KAZ
2014,per 100000 population,Zhambyl,,Male,27.1,KAZ
2014,per 100000 population,Karagandy,,Male,44.65,KAZ
2014,per 100000 population,Kostanay,,Male,57.89,KAZ
2014,per 100000 population,Kyzylorda,,Male,15.02,KAZ
2014,per 100000 population,Mangistau,,Male,13.14,KAZ
2014,per 100000 population,Ontustik Kazakhstan,,Male,20.94,KAZ
2014,per 100000 population,Pavlodar,,Male,22.78,KAZ
2014,per 100000 population,Soltustik Kazakhstan,,Male,19.75,KAZ
2014,per 100000 population,Shygys Kazakhstan,,Male,49.26,KAZ
2014,per 100000 population,Nur-Sultan city,,Male,14.42,KAZ
2014,per 100000 population,Almaty city,,Male,12.45,KAZ
2014,per 100000 population,,urban,Male,25.78,KAZ
2014,per 100000 population,Akmola,urban,Male,54.17,KAZ
2014,per 100000 population,Aktobe,urban,Male,24.31,KAZ
2014,per 100000 population,Almaty,urban,Male,38.85,KAZ
2014,per 100000 population,Atyrau,urban,Male,18.63,KAZ
2014,per 100000 population,Batys Kazakhstan,urban,Male,38.35,KAZ
2014,per 100000 population,Zhambyl,urban,Male,26.94,KAZ
2014,per 100000 population,Karagandy,urban,Male,41.35,KAZ
2014,per 100000 population,Kostanay,urban,Male,44.92,KAZ
2014,per 100000 population,Kyzylorda,urban,Male,17.86,KAZ
2014,per 100000 population,Mangistau,urban,Male,12.27,KAZ
2014,per 100000 population,Ontustik Kazakhstan,urban,Male,16.75,KAZ
2014,per 100000 population,Pavlodar,urban,Male,20.59,KAZ
2014,per 100000 population,Soltustik Kazakhstan,urban,Male,11.86,KAZ
2014,per 100000 population,Shygys Kazakhstan,urban,Male,38.16,KAZ
2014,per 100000 population,Nur-Sultan city,urban,Male,14.42,KAZ
2014,per 100000 population,Almaty city,urban,Male,12.45,KAZ
2014,per 100000 population,,rural,Male,36.62,KAZ
2014,per 100000 population,Akmola,rural,Male,73.55,KAZ
2014,per 100000 population,Aktobe,rural,Male,42.53,KAZ
2014,per 100000 population,Almaty,rural,Male,35.27,KAZ
2014,per 100000 population,Atyrau,rural,Male,32.64,KAZ
2014,per 100000 population,Batys Kazakhstan,rural,Male,42.02,KAZ
2014,per 100000 population,Zhambyl,rural,Male,27.2,KAZ
2014,per 100000 population,Karagandy,rural,Male,55.96,KAZ
2014,per 100000 population,Kostanay,rural,Male,71.0,KAZ
2014,per 100000 population,Kyzylorda,rural,Male,12.96,KAZ
2014,per 100000 population,Mangistau,rural,Male,13.91,KAZ
2014,per 100000 population,Ontustik Kazakhstan,rural,Male,23.85,KAZ
2014,per 100000 population,Pavlodar,rural,Male,27.48,KAZ
2014,per 100000 population,Soltustik Kazakhstan,rural,Male,25.03,KAZ
2014,per 100000 population,Shygys Kazakhstan,rural,Male,64.11,KAZ
2014,per 100000 population,,,Female,6.3,KAZ
2014,per 100000 population,Akmola,,Female,10.25,KAZ
2014,per 100000 population,Aktobe,,Female,5.69,KAZ
2014,per 100000 population,Almaty,,Female,7.26,KAZ
2014,per 100000 population,Atyrau,,Female,6.15,KAZ
2014,per 100000 population,Batys Kazakhstan,,Female,8.33,KAZ
2014,per 100000 population,Zhambyl,,Female,7.37,KAZ
2014,per 100000 population,Karagandy,,Female,10.35,KAZ
2014,per 100000 population,Kostanay,,Female,8.17,KAZ
2014,per 100000 population,Kyzylorda,,Female,3.75,KAZ
2014,per 100000 population,Mangistau,,Female,3.66,KAZ
2014,per 100000 population,Ontustik Kazakhstan,,Female,5.4,KAZ
2014,per 100000 population,Pavlodar,,Female,5.27,KAZ
2014,per 100000 population,Soltustik Kazakhstan,,Female,3.66,KAZ
2014,per 100000 population,Shygys Kazakhstan,,Female,9.3,KAZ
2014,per 100000 population,Nur-Sultan city,,Female,2.78,KAZ
2014,per 100000 population,Almaty city,,Female,1.9,KAZ
2014,per 100000 population,,urban,Female,5.18,KAZ
2014,per 100000 population,Akmola,urban,Female,9.76,KAZ
2014,per 100000 population,Aktobe,urban,Female,3.38,KAZ
2014,per 100000 population,Almaty,urban,Female,5.5,KAZ
2014,per 100000 population,Atyrau,urban,Female,7.09,KAZ
2014,per 100000 population,Batys Kazakhstan,urban,Female,10.22,KAZ
2014,per 100000 population,Zhambyl,urban,Female,5.18,KAZ
2014,per 100000 population,Karagandy,urban,Female,9.31,KAZ
2014,per 100000 population,Kostanay,urban,Female,7.65,KAZ
2014,per 100000 population,Kyzylorda,urban,Female,5.48,KAZ
2014,per 100000 population,Mangistau,urban,Female,2.82,KAZ
2014,per 100000 population,Ontustik Kazakhstan,urban,Female,2.85,KAZ
2014,per 100000 population,Pavlodar,urban,Female,5.27,KAZ
2014,per 100000 population,Soltustik Kazakhstan,urban,Female,1.51,KAZ
2014,per 100000 population,Shygys Kazakhstan,urban,Female,8.31,KAZ
2014,per 100000 population,Nur-Sultan city,urban,Female,2.78,KAZ
2014,per 100000 population,Almaty city,urban,Female,1.9,KAZ
2014,per 100000 population,,rural,Female,7.79,KAZ
2014,per 100000 population,Akmola,rural,Female,10.71,KAZ
2014,per 100000 population,Aktobe,rural,Female,9.62,KAZ
2014,per 100000 population,Almaty,rural,Female,7.85,KAZ
2014,per 100000 population,Atyrau,rural,Female,5.28,KAZ
2014,per 100000 population,Batys Kazakhstan,rural,Female,6.33,KAZ
2014,per 100000 population,Zhambyl,rural,Female,8.93,KAZ
2014,per 100000 population,Karagandy,rural,Female,14.53,KAZ
2014,per 100000 population,Kostanay,rural,Female,8.77,KAZ
2014,per 100000 population,Kyzylorda,rural,Female,2.39,KAZ
2014,per 100000 population,Mangistau,rural,Female,4.42,KAZ
2014,per 100000 population,Ontustik Kazakhstan,rural,Female,7.32,KAZ
2014,per 100000 population,Pavlodar,rural,Female,5.26,KAZ
2014,per 100000 population,Soltustik Kazakhstan,rural,Female,5.36,KAZ
2014,per 100000 population,Shygys Kazakhstan,rural,Female,10.84,KAZ
2015,per 100000 population,,,,16.52,KAZ
2015,per 100000 population,Akmola,,,33.9,KAZ
2015,per 100000 population,Aktobe,,,20.39,KAZ
2015,per 100000 population,Almaty,,,17.37,KAZ
2015,per 100000 population,Atyrau,,,18.37,KAZ
2015,per 100000 population,Batys Kazakhstan,,,19.1,KAZ
2015,per 100000 population,Zhambyl,,,12.76,KAZ
2015,per 100000 population,Karagandy,,,22.87,KAZ
2015,per 100000 population,Kostanay,,,36.82,KAZ
2015,per 100000 population,Kyzylorda,,,7.38,KAZ
2015,per 100000 population,Mangistau,,,8.11,KAZ
2015,per 100000 population,Ontustik Kazakhstan,,,11.12,KAZ
2015,per 100000 population,Pavlodar,,,4.89,KAZ
2015,per 100000 population,Soltustik Kazakhstan,,,16.65,KAZ
2015,per 100000 population,Shygys Kazakhstan,,,26.72,KAZ
2015,per 100000 population,Nur-Sultan city,,,12.98,KAZ
2015,per 100000 population,Almaty city,,,5.68,KAZ
2015,per 100000 population,,urban,,13.49,KAZ
2015,per 100000 population,Akmola,urban,,30.06,KAZ
2015,per 100000 population,Aktobe,urban,,19.19,KAZ
2015,per 100000 population,Almaty,urban,,14.94,KAZ
2015,per 100000 population,Atyrau,urban,,13.27,KAZ
2015,per 100000 population,Batys Kazakhstan,urban,,15.24,KAZ
2015,per 100000 population,Zhambyl,urban,,14.57,KAZ
2015,per 100000 population,Karagandy,urban,,21.79,KAZ
2015,per 100000 population,Kostanay,urban,,27.81,KAZ
2015,per 100000 population,Kyzylorda,urban,,8.5,KAZ
2015,per 100000 population,Mangistau,urban,,7.04,KAZ
2015,per 100000 population,Ontustik Kazakhstan,urban,,6.89,KAZ
2015,per 100000 population,Pavlodar,urban,,3.19,KAZ
2015,per 100000 population,Soltustik Kazakhstan,urban,,12.19,KAZ
2015,per 100000 population,Shygys Kazakhstan,urban,,19.36,KAZ
2015,per 100000 population,Nur-Sultan city,urban,,12.98,KAZ
2015,per 100000 population,Almaty city,urban,,5.68,KAZ
2015,per 100000 population,,rural,,20.48,KAZ
2015,per 100000 population,Akmola,rural,,37.32,KAZ
2015,per 100000 population,Aktobe,rural,,22.38,KAZ
2015,per 100000 population,Almaty,rural,,18.14,KAZ
2015,per 100000 population,Atyrau,rural,,22.97,KAZ
2015,per 100000 population,Batys Kazakhstan,rural,,22.91,KAZ
2015,per 100000 population,Zhambyl,rural,,11.54,KAZ
2015,per 100000 population,Karagandy,rural,,26.99,KAZ
2015,per 100000 population,Kostanay,rural,,46.79,KAZ
2015,per 100000 population,Kyzylorda,rural,,6.52,KAZ
2015,per 100000 population,Mangistau,rural,,8.93,KAZ
2015,per 100000 population,Ontustik Kazakhstan,rural,,14.56,KAZ
2015,per 100000 population,Pavlodar,rural,,8.89,KAZ
2015,per 100000 population,Soltustik Kazakhstan,rural,,20.02,KAZ
2015,per 100000 population,Shygys Kazakhstan,rural,,37.59,KAZ
2015,per 100000 population,,,Male,27.87,KAZ
2015,per 100000 population,Akmola,,Male,57.3,KAZ
2015,per 100000 population,Aktobe,,Male,37.21,KAZ
2015,per 100000 population,Almaty,,Male,27.2,KAZ
2015,per 100000 population,Atyrau,,Male,30.47,KAZ
2015,per 100000 population,Batys Kazakhstan,,Male,33.98,KAZ
2015,per 100000 population,Zhambyl,,Male,21.77,KAZ
2015,per 100000 population,Karagandy,,Male,39.17,KAZ
2015,per 100000 population,Kostanay,,Male,63.5,KAZ
2015,per 100000 population,Kyzylorda,,Male,12.65,KAZ
2015,per 100000 population,Mangistau,,Male,13.69,KAZ
2015,per 100000 population,Ontustik Kazakhstan,,Male,17.3,KAZ
2015,per 100000 population,Pavlodar,,Male,7.28,KAZ
2015,per 100000 population,Soltustik Kazakhstan,,Male,27.2,KAZ
2015,per 100000 population,Shygys Kazakhstan,,Male,46.8,KAZ
2015,per 100000 population,Nur-Sultan city,,Male,22.59,KAZ
2015,per 100000 population,Almaty city,,Male,10.72,KAZ
2015,per 100000 population,,urban,Male,23.09,KAZ
2015,per 100000 population,Akmola,urban,Male,51.31,KAZ
2015,per 100000 population,Aktobe,urban,Male,34.39,KAZ
2015,per 100000 population,Almaty,urban,Male,23.28,KAZ
2015,per 100000 population,Atyrau,urban,Male,22.49,KAZ
2015,per 100000 population,Batys Kazakhstan,urban,Male,26.75,KAZ
2015,per 100000 population,Zhambyl,urban,Male,25.56,KAZ
2015,per 100000 population,Karagandy,urban,Male,37.41,KAZ
2015,per 100000 population,Kostanay,urban,Male,49.91,KAZ
2015,per 100000 population,Kyzylorda,urban,Male,14.91,KAZ
2015,per 100000 population,Mangistau,urban,Male,11.83,KAZ
2015,per 100000 population,Ontustik Kazakhstan,urban,Male,10.91,KAZ
2015,per 100000 population,Pavlodar,urban,Male,4.08,KAZ
2015,per 100000 population,Soltustik Kazakhstan,urban,Male,19.73,KAZ
2015,per 100000 population,Shygys Kazakhstan,urban,Male,32.61,KAZ
2015,per 100000 population,Nur-Sultan city,urban,Male,22.59,KAZ
2015,per 100000 population,Almaty city,urban,Male,10.72,KAZ
2015,per 100000 population,,rural,Male,33.75,KAZ
2015,per 100000 population,Akmola,rural,Male,62.36,KAZ
2015,per 100000 population,Aktobe,rural,Male,41.64,KAZ
2015,per 100000 population,Almaty,rural,Male,28.4,KAZ
2015,per 100000 population,Atyrau,rural,Male,37.31,KAZ
2015,per 100000 population,Batys Kazakhstan,rural,Male,40.54,KAZ
2015,per 100000 population,Zhambyl,rural,Male,19.35,KAZ
2015,per 100000 population,Karagandy,rural,Male,45.29,KAZ
2015,per 100000 population,Kostanay,rural,Male,77.6,KAZ
2015,per 100000 population,Kyzylorda,rural,Male,10.99,KAZ
2015,per 100000 population,Mangistau,rural,Male,15.16,KAZ
2015,per 100000 population,Ontustik Kazakhstan,rural,Male,22.3,KAZ
2015,per 100000 population,Pavlodar,rural,Male,14.28,KAZ
2015,per 100000 population,Soltustik Kazakhstan,rural,Male,32.38,KAZ
2015,per 100000 population,Shygys Kazakhstan,rural,Male,66.13,KAZ
2015,per 100000 population,,,Female,5.9,KAZ
2015,per 100000 population,Akmola,,Female,12.02,KAZ
2015,per 100000 population,Aktobe,,Female,4.67,KAZ
2015,per 100000 population,Almaty,,Female,7.84,KAZ
2015,per 100000 population,Atyrau,,Female,6.69,KAZ
2015,per 100000 population,Batys Kazakhstan,,Female,5.19,KAZ
2015,per 100000 population,Zhambyl,,Female,4.09,KAZ
2015,per 100000 population,Karagandy,,Female,8.24,KAZ
2015,per 100000 population,Kostanay,,Female,12.89,KAZ
2015,per 100000 population,Kyzylorda,,Female,2.11,KAZ
2015,per 100000 population,Mangistau,,Female,2.58,KAZ
2015,per 100000 population,Ontustik Kazakhstan,,Female,5.01,KAZ
2015,per 100000 population,Pavlodar,,Female,2.75,KAZ
2015,per 100000 population,Soltustik Kazakhstan,,Female,7.03,KAZ
2015,per 100000 population,Shygys Kazakhstan,,Female,8.48,KAZ
2015,per 100000 population,Nur-Sultan city,,Female,4.03,KAZ
2015,per 100000 population,Almaty city,,Female,1.43,KAZ
2015,per 100000 population,,urban,Female,4.96,KAZ
2015,per 100000 population,Akmola,urban,Female,11.32,KAZ
2015,per 100000 population,Aktobe,urban,Female,5.52,KAZ
2015,per 100000 population,Almaty,urban,Female,7.35,KAZ
2015,per 100000 population,Atyrau,urban,Female,4.81,KAZ
2015,per 100000 population,Batys Kazakhstan,urban,Female,5.32,KAZ
2015,per 100000 population,Zhambyl,urban,Female,4.68,KAZ
2015,per 100000 population,Karagandy,urban,Female,8.21,KAZ
2015,per 100000 population,Kostanay,urban,Female,9.15,KAZ
2015,per 100000 population,Kyzylorda,urban,Female,2.38,KAZ
2015,per 100000 population,Mangistau,urban,Female,2.23,KAZ
2015,per 100000 population,Ontustik Kazakhstan,urban,Female,3.08,KAZ
2015,per 100000 population,Pavlodar,urban,Female,2.44,KAZ
2015,per 100000 population,Soltustik Kazakhstan,urban,Female,5.94,KAZ
2015,per 100000 population,Shygys Kazakhstan,urban,Female,8.03,KAZ
2015,per 100000 population,Nur-Sultan city,urban,Female,4.03,KAZ
2015,per 100000 population,Almaty city,urban,Female,1.43,KAZ
2015,per 100000 population,,rural,Female,7.21,KAZ
2015,per 100000 population,Akmola,rural,Female,12.68,KAZ
2015,per 100000 population,Aktobe,rural,Female,3.19,KAZ
2015,per 100000 population,Almaty,rural,Female,8.0,KAZ
2015,per 100000 population,Atyrau,rural,Female,8.46,KAZ
2015,per 100000 population,Batys Kazakhstan,rural,Female,5.05,KAZ
2015,per 100000 population,Zhambyl,rural,Female,3.66,KAZ
2015,per 100000 population,Karagandy,rural,Female,8.38,KAZ
2015,per 100000 population,Kostanay,rural,Female,17.29,KAZ
2015,per 100000 population,Kyzylorda,rural,Female,1.89,KAZ
2015,per 100000 population,Mangistau,rural,Female,2.85,KAZ
2015,per 100000 population,Ontustik Kazakhstan,rural,Female,6.65,KAZ
2015,per 100000 population,Pavlodar,rural,Female,3.54,KAZ
2015,per 100000 population,Soltustik Kazakhstan,rural,Female,7.92,KAZ
2015,per 100000 population,Shygys Kazakhstan,rural,Female,9.2,KAZ
2016,per 100000 population,,,,14.47,KAZ
2016,per 100000 population,Akmola,,,27.18,KAZ
2016,per 100000 population,Aktobe,,,17.73,KAZ
2016,per 100000 population,Almaty,,,16.54,KAZ
2016,per 100000 population,Atyrau,,,13.98,KAZ
2016,per 100000 population,Batys Kazakhstan,,,17.52,KAZ
2016,per 100000 population,Zhambyl,,,10.33,KAZ
2016,per 100000 population,Karagandy,,,21.82,KAZ
2016,per 100000 population,Kostanay,,,31.99,KAZ
2016,per 100000 population,Kyzylorda,,,7.28,KAZ
2016,per 100000 population,Mangistau,,,11.18,KAZ
