Year,UNIT_MEASURE,Regions,Value,M49_country_code
2010,Percent,,79.7,KAZ
2010,Percent,Akmola,82.1,KAZ
2010,Percent,Aktobe,94.1,KAZ
2010,Percent,Almaty,41.5,KAZ
2010,Percent,Atyrau,1.5,KAZ
2010,Percent,Batys Kazakhstan,99.0,KAZ
2010,Percent,Zhambyl,18.3,KAZ
2010,Percent,Karagandy,68.4,KAZ
2010,Percent,Kostanay,56.5,KAZ
2010,Percent,Kyzylorda,68.9,KAZ
2010,Percent,Mangistau,81.7,KAZ
2010,Percent,Pavlodar,84.3,KAZ
2010,Percent,Soltustik Kazakhstan,46.3,KAZ
2010,Percent,Shygys Kazakhstan,97.7,KAZ
2010,Percent,Nur-Sultan city,100.0,KAZ
2010,Percent,Almaty city,95.2,KAZ
2011,Percent,,79.4,KAZ
2011,Percent,Akmola,79.4,KAZ
2011,Percent,Aktobe,94.3,KAZ
2011,Percent,Almaty,41.1,KAZ
2011,Percent,Atyrau,1.6,KAZ
2011,Percent,Batys Kazakhstan,98.6,KAZ
2011,Percent,Zhambyl,17.8,KAZ
2011,Percent,Karagandy,69.0,KAZ
2011,Percent,Kostanay,54.2,KAZ
2011,Percent,Kyzylorda,77.8,KAZ
2011,Percent,Mangistau,81.7,KAZ
2011,Percent,Pavlodar,83.9,KAZ
2011,Percent,Soltustik Kazakhstan,53.1,KAZ
2011,Percent,Shygys Kazakhstan,94.1,KAZ
2011,Percent,Nur-Sultan city,100.0,KAZ
2011,Percent,Almaty city,96.9,KAZ
2012,Percent,,60.2,KAZ
2012,Percent,Akmola,72.9,KAZ
2012,Percent,Aktobe,91.5,KAZ
2012,Percent,Almaty,40.8,KAZ
2012,Percent,Atyrau,1.5,KAZ
2012,Percent,Batys Kazakhstan,98.8,KAZ
2012,Percent,Zhambyl,21.3,KAZ
2012,Percent,Karagandy,66.8,KAZ
2012,Percent,Kostanay,48.9,KAZ
2012,Percent,Kyzylorda,77.8,KAZ
2012,Percent,Mangistau,62.7,KAZ
2012,Percent,Pavlodar,84.5,KAZ
2012,Percent,Soltustik Kazakhstan,97.9,KAZ
2012,Percent,Shygys Kazakhstan,97.5,KAZ
2012,Percent,Nur-Sultan city,100.0,KAZ
2012,Percent,Almaty city,97.6,KAZ
2013,Percent,,81.1,KAZ
2013,Percent,Akmola,74.2,KAZ
2013,Percent,Aktobe,92.8,KAZ
2013,Percent,Almaty,33.7,KAZ
2013,Percent,Atyrau,1.7,KAZ
2013,Percent,Batys Kazakhstan,98.7,KAZ
2013,Percent,Zhambyl,20.5,KAZ
2013,Percent,Karagandy,67.5,KAZ
2013,Percent,Kostanay,51.2,KAZ
2013,Percent,Kyzylorda,87.8,KAZ
2013,Percent,Mangistau,75.2,KAZ
2013,Percent,Pavlodar,82.1,KAZ
2013,Percent,Soltustik Kazakhstan,98.1,KAZ
2013,Percent,Shygys Kazakhstan,97.4,KAZ
2013,Percent,Nur-Sultan city,100.0,KAZ
2013,Percent,Almaty city,97.4,KAZ
2014,Percent,,81.1,KAZ
2014,Percent,Akmola,74.2,KAZ
2014,Percent,Aktobe,92.8,KAZ
2014,Percent,Almaty,33.7,KAZ
2014,Percent,Atyrau,1.7,KAZ
2014,Percent,Batys Kazakhstan,98.7,KAZ
2014,Percent,Zhambyl,20.5,KAZ
2014,Percent,Karagandy,67.5,KAZ
2014,Percent,Kostanay,51.2,KAZ
2014,Percent,Kyzylorda,87.8,KAZ
2014,Percent,Mangistau,75.2,KAZ
2014,Percent,Pavlodar,82.1,KAZ
2014,Percent,Soltustik Kazakhstan,98.1,KAZ
2014,Percent,Shygys Kazakhstan,97.4,KAZ
2014,Percent,Nur-Sultan city,100.0,KAZ
2014,Percent,Almaty city,97.4,KAZ
2015,Percent,,82.6,KAZ
2015,Percent,Akmola,79.6,KAZ
2015,Percent,Aktobe,97.8,KAZ
2015,Percent,Almaty,84.7,KAZ
2015,Percent,Atyrau,1.8,KAZ
2015,Percent,Batys Kazakhstan,98.6,KAZ
2015,Percent,Zhambyl,16.6,KAZ
2015,Percent,Karagandy,67.6,KAZ
2015,Percent,Kostanay,51.6,KAZ
2015,Percent,Kyzylorda,96.1,KAZ
2015,Percent,Mangistau,75.3,KAZ
2015,Percent,Pavlodar,87.8,KAZ
2015,Percent,Soltustik Kazakhstan,52.4,KAZ
2015,Percent,Shygys Kazakhstan,97.9,KAZ
2015,Percent,Nur-Sultan city,100.0,KAZ
2015,Percent,Almaty city,98.2,KAZ
2016,Percent,,83.7,KAZ
2016,Percent,Akmola,79.5,KAZ
2016,Percent,Aktobe,98.0,KAZ
2016,Percent,Almaty,83.2,KAZ
2016,Percent,Atyrau,35.4,KAZ
2016,Percent,Batys Kazakhstan,99.3,KAZ
2016,Percent,Zhambyl,17.7,KAZ
2016,Percent,Karagandy,69.6,KAZ
2016,Percent,Kostanay,50.5,KAZ
2016,Percent,Kyzylorda,95.8,KAZ
2016,Percent,Mangistau,74.5,KAZ
2016,Percent,Pavlodar,88.4,KAZ
2016,Percent,Soltustik Kazakhstan,54.6,KAZ
2016,Percent,Shygys Kazakhstan,97.9,KAZ
2016,Percent,Nur-Sultan city,100.0,KAZ
2016,Percent,Almaty city,97.3,KAZ
2017,Percent,,81.3,KAZ
2017,Percent,Akmola,79.9,KAZ
2017,Percent,Aktobe,97.3,KAZ
2017,Percent,Almaty,80.7,KAZ
2017,Percent,Atyrau,32.3,KAZ
2017,Percent,Batys Kazakhstan,99.4,KAZ
2017,Percent,Zhambyl,18.8,KAZ
2017,Percent,Karagandy,59.6,KAZ
2017,Percent,Kostanay,54.5,KAZ
2017,Percent,Kyzylorda,95.9,KAZ
2017,Percent,Mangistau,73.8,KAZ
2017,Percent,Pavlodar,88.1,KAZ
2017,Percent,Soltustik Kazakhstan,52.0,KAZ
2017,Percent,Shygys Kazakhstan,97.8,KAZ
2017,Percent,Nur-Sultan city,100.0,KAZ
2017,Percent,Almaty city,97.9,KAZ
2018,Percent,,79.7,KAZ
2018,Percent,Akmola,77.4,KAZ
2018,Percent,Aktobe,97.2,KAZ
2018,Percent,Almaty,62.6,KAZ
2018,Percent,Atyrau,42.5,KAZ
2018,Percent,Batys Kazakhstan,99.6,KAZ
2018,Percent,Zhambyl,18.3,KAZ
2018,Percent,Karagandy,58.6,KAZ
2018,Percent,Kostanay,39.1,KAZ
2018,Percent,Kyzylorda,95.4,KAZ
2018,Percent,Mangistau,77.0,KAZ
2018,Percent,Pavlodar,87.7,KAZ
2018,Percent,Soltustik Kazakhstan,51.7,KAZ
2018,Percent,Turkistan,69.2,KAZ
2018,Percent,Shygys Kazakhstan,97.7,KAZ
2018,Percent,Nur-Sultan city,100.0,KAZ
2018,Percent,Almaty city,98.1,KAZ
2019,Percent,,72.3,KAZ
2019,Percent,Akmola,81.3,KAZ
2019,Percent,Aktobe,96.1,KAZ
2019,Percent,Almaty,39.7,KAZ
2019,Percent,Atyrau,41.8,KAZ
2019,Percent,Batys Kazakhstan,99.6,KAZ
2019,Percent,Zhambyl,2.0,KAZ
2019,Percent,Karagandy,55.9,KAZ
2019,Percent,Kostanay,36.0,KAZ
2019,Percent,Kyzylorda,94.6,KAZ
2019,Percent,Mangistau,18.2,KAZ
2019,Percent,Pavlodar,87.6,KAZ
2019,Percent,Soltustik Kazakhstan,0.1,KAZ
2019,Percent,Turkistan,52.5,KAZ
2019,Percent,Shygys Kazakhstan,80.8,KAZ
2019,Percent,Nur-Sultan city,100.0,KAZ
2019,Percent,Almaty city,98.1,KAZ
2019,Percent,Shymkent city,89.6,KAZ
2020,Percent,,73.4,KAZ
2020,Percent,Akmola,84.4,KAZ
2020,Percent,Aktobe,96.1,KAZ
2020,Percent,Almaty,39.8,KAZ
2020,Percent,Atyrau,39.0,KAZ
2020,Percent,Batys Kazakhstan,99.7,KAZ
2020,Percent,Zhambyl,2.0,KAZ
2020,Percent,Karagandy,58.4,KAZ
2020,Percent,Kostanay,35.3,KAZ
2020,Percent,Kyzylorda,95.2,KAZ
2020,Percent,Mangistau,18.7,KAZ
2020,Percent,Pavlodar,88.7,KAZ
2020,Percent,Soltustik Kazakhstan,0.1,KAZ
2020,Percent,Turkistan,51.2,KAZ
2020,Percent,Shygys Kazakhstan,81.3,KAZ
2020,Percent,Nur-Sultan city,100.0,KAZ
2020,Percent,Almaty city,98.1,KAZ
2020,Percent,Shymkent city,88.8,KAZ
