Year,UNIT_MEASURE,Regions,Value,M49_country_code
2010,as a percentage to 2005,,125.5,KAZ
2010,as a percentage to 2005,Akmola,143.4,KAZ
2010,as a percentage to 2005,Aktobe,117.1,KAZ
2010,as a percentage to 2005,Almaty,110.4,KAZ
2010,as a percentage to 2005,Atyrau,154.5,KAZ
2010,as a percentage to 2005,Batys Kazakhstan,119.1,KAZ
2010,as a percentage to 2005,Zhambyl,126.7,KAZ
2010,as a percentage to 2005,Karagandy,117.4,KAZ
2010,as a percentage to 2005,Kostanay,126.5,KAZ
2010,as a percentage to 2005,Kyzylorda,120.0,KAZ
2010,as a percentage to 2005,Mangistau,96.9,KAZ
2010,as a percentage to 2005,Ontustik Kazakhstan,114.4,KAZ
2010,as a percentage to 2005,Pavlodar,139.3,KAZ
2010,as a percentage to 2005,Soltustik Kazakhstan,131.5,KAZ
2010,as a percentage to 2005,Shygys Kazakhstan,127.4,KAZ
2010,as a percentage to 2005,Nur-Sultan city,108.5,KAZ
2010,as a percentage to 2005,Almaty city,120.4,KAZ
2011,as a percentage to 2005,,134.7,KAZ
2011,as a percentage to 2005,Akmola,167.1,KAZ
2011,as a percentage to 2005,Aktobe,123.0,KAZ
2011,as a percentage to 2005,Almaty,118.0,KAZ
2011,as a percentage to 2005,Atyrau,156.2,KAZ
2011,as a percentage to 2005,Batys Kazakhstan,123.4,KAZ
2011,as a percentage to 2005,Zhambyl,142.0,KAZ
2011,as a percentage to 2005,Karagandy,124.0,KAZ
2011,as a percentage to 2005,Kostanay,146.6,KAZ
2011,as a percentage to 2005,Kyzylorda,124.9,KAZ
2011,as a percentage to 2005,Mangistau,92.9,KAZ
2011,as a percentage to 2005,Ontustik Kazakhstan,118.4,KAZ
2011,as a percentage to 2005,Pavlodar,154.1,KAZ
2011,as a percentage to 2005,Soltustik Kazakhstan,154.2,KAZ
2011,as a percentage to 2005,Shygys Kazakhstan,137.2,KAZ
2011,as a percentage to 2005,Nur-Sultan city,110.5,KAZ
2011,as a percentage to 2005,Almaty city,128.9,KAZ
2012,as a percentage to 2005,,139.1,KAZ
2012,as a percentage to 2005,Akmola,157.6,KAZ
2012,as a percentage to 2005,Aktobe,130.9,KAZ
2012,as a percentage to 2005,Almaty,124.3,KAZ
2012,as a percentage to 2005,Atyrau,149.3,KAZ
2012,as a percentage to 2005,Batys Kazakhstan,127.8,KAZ
2012,as a percentage to 2005,Zhambyl,154.2,KAZ
2012,as a percentage to 2005,Karagandy,125.0,KAZ
2012,as a percentage to 2005,Kostanay,137.2,KAZ
2012,as a percentage to 2005,Kyzylorda,126.5,KAZ
2012,as a percentage to 2005,Mangistau,90.1,KAZ
2012,as a percentage to 2005,Ontustik Kazakhstan,120.5,KAZ
2012,as a percentage to 2005,Pavlodar,166.3,KAZ
2012,as a percentage to 2005,Soltustik Kazakhstan,147.1,KAZ
2012,as a percentage to 2005,Shygys Kazakhstan,154.8,KAZ
2012,as a percentage to 2005,Nur-Sultan city,120.0,KAZ
2012,as a percentage to 2005,Almaty city,138.3,KAZ
2013,as a percentage to 2005,,145.4,KAZ
2013,as a percentage to 2005,Akmola,165.0,KAZ
2013,as a percentage to 2005,Aktobe,135.1,KAZ
2013,as a percentage to 2005,Almaty,135.0,KAZ
2013,as a percentage to 2005,Atyrau,151.8,KAZ
2013,as a percentage to 2005,Batys Kazakhstan,130.7,KAZ
2013,as a percentage to 2005,Zhambyl,157.1,KAZ
2013,as a percentage to 2005,Karagandy,133.8,KAZ
2013,as a percentage to 2005,Kostanay,151.1,KAZ
2013,as a percentage to 2005,Kyzylorda,129.7,KAZ
2013,as a percentage to 2005,Mangistau,91.6,KAZ
2013,as a percentage to 2005,Ontustik Kazakhstan,121.6,KAZ
2013,as a percentage to 2005,Pavlodar,165.8,KAZ
2013,as a percentage to 2005,Soltustik Kazakhstan,159.5,KAZ
2013,as a percentage to 2005,Shygys Kazakhstan,166.1,KAZ
2013,as a percentage to 2005,Nur-Sultan city,126.7,KAZ
2013,as a percentage to 2005,Almaty city,155.7,KAZ
2014,as a percentage to 2005,,149.3,KAZ
2014,as a percentage to 2005,Akmola,172.3,KAZ
2014,as a percentage to 2005,Aktobe,138.9,KAZ
2014,as a percentage to 2005,Almaty,146.5,KAZ
2014,as a percentage to 2005,Atyrau,152.1,KAZ
2014,as a percentage to 2005,Batys Kazakhstan,136.1,KAZ
2014,as a percentage to 2005,Zhambyl,155.7,KAZ
2014,as a percentage to 2005,Karagandy,137.3,KAZ
2014,as a percentage to 2005,Kostanay,154.3,KAZ
2014,as a percentage to 2005,Kyzylorda,125.8,KAZ
2014,as a percentage to 2005,Mangistau,92.1,KAZ
2014,as a percentage to 2005,Ontustik Kazakhstan,122.0,KAZ
2014,as a percentage to 2005,Pavlodar,166.5,KAZ
